time,original data,fitted-baseline,baseline,original-baseline
59.74,0.67533,0.19272,0.55207,0.12326
59.946,0.6444,0.15051,0.58472,0.05968
60.152,0.62133,0.1149,0.59838,0.02295
60.358,0.86482,0.091381,0.63103,0.23379
60.564,1.2115,0.5991,0.63952,0.57198
60.77,1.2147,0.44732,0.67217,0.54253
60.976,1.0636,0.3241,0.67692,0.38668
61.182,0.93554,0.23586,0.67625,0.25929
61.388,0.94988,0.17371,0.67542,0.27446
61.594,1.185,0.73119,0.64277,0.54223
61.8,1.1033,0.52191,0.65039,0.45291
62.006,1.1945,0.38494,0.67144,0.52306
62.212,1.6326,1.0796,0.66912,0.96348
62.418,1.6547,0.78896,0.70177,0.95293
62.624,1.4021,0.57454,0.72416,0.67794
62.83,1.1935,0.40924,0.72168,0.47182
63.036,1.0419,0.29246,0.71254,0.32936
63.242,0.95999,0.21245,0.70635,0.25364
63.448,0.84336,0.15579,0.6985,0.14486
63.654,0.82041,0.11504,0.68771,0.1327
63.86,0.76502,0.086572,0.68277,0.08225
64.066,0.81841,0.06521,0.67193,0.14648
64.272,1.1279,0.55224,0.65684,0.47106
64.478,1.0267,0.38622,0.6441,0.3826
64.684,0.92019,0.27394,0.63251,0.28768
64.89,0.8375,0.19737,0.62318,0.21432
65.096,0.76377,0.14331,0.61139,0.15238
65.302,0.71788,0.10444,0.5952,0.12268
65.508,0.66087,0.07747,0.58346,0.07741
65.714,0.60311,0.057849,0.57013,0.03298
65.92,0.59912,0.044037,0.56286,0.03626
66.126,0.57629,0.033599,0.55248,0.02381
66.332,0.55285,0.025883,0.54369,0.00916
66.538,0.49746,0.020028,0.53407,-0.03661
66.744,0.50732,0.015781,0.5314,-0.02408
66.95,0.51268,0.012593,0.53303,-0.02035
67.156,0.48423,0.0098335,0.52117,-0.03694
67.362,0.49622,0.0077628,0.51348,-0.01726
67.568,0.48785,0.0061172,0.50361,-0.01576
67.774,0.76153,0.31814,0.5,0.26153
67.98,1.0769,0.8498,0.5,0.5769
68.186,1.0383,0.59108,0.5,0.5383
68.392,0.93118,0.42994,0.51627,0.41491
68.598,0.84336,0.31217,0.52541,0.31795
68.804,0.80046,0.22758,0.53012,0.27034
69.01,0.82802,0.16781,0.53436,0.29366
69.216,1.0195,0.65407,0.53154,0.48796
69.422,1.1962,0.46224,0.53402,0.66218
69.628,1.4193,1.0626,0.5316,0.8877
69.834,1.3586,0.76805,0.55548,0.80312
70.04,1.1658,0.56969,0.58814,0.57766
70.246,1.0716,0.41279,0.60063,0.47097
70.452,0.99379,0.30578,0.61917,0.37462
70.658,0.92019,0.22574,0.62821,0.29198
70.864,0.82327,0.16369,0.61846,0.20481
71.07,0.75193,0.12076,0.61231,0.13962
71.276,0.69903,0.090038,0.60593,0.0931
71.482,0.70552,0.0677,0.59853,0.10699
71.688,0.66511,0.050568,0.58187,0.08324
71.894,0.61246,0.038304,0.56882,0.04364
72.1,0.55497,0.029125,0.55405,0.00092
72.306,0.51305,0.022325,0.54046,-0.02741
72.512,0.5047,0.017316,0.53044,-0.02574
72.718,0.51168,0.013479,0.51994,-0.00826
72.924,0.54749,0.010802,0.52253,0.02496
73.13,0.50008,0.008661,0.52354,-0.02346
73.336,0.52441,0.0069761,0.52541,-0.001
73.542,0.77476,0.33311,0.52088,0.25388
73.748,0.82776,0.24313,0.52763,0.30013
73.954,0.77875,0.17624,0.52425,0.2545
74.16,0.7341,0.13087,0.5272,0.2069
74.366,1.0499,0.56435,0.50277,0.54713
74.572,1.4195,1.1572,0.5,0.9195
74.778,1.368,0.83163,0.52202,0.84598
74.984,1.2131,0.616,0.55468,0.65842
75.19,1.1071,0.45091,0.57508,0.53202
75.396,1.2322,0.3293,0.58735,0.64485
75.602,1.3488,0.90169,0.56502,0.78378
75.808,1.1935,0.63302,0.56905,0.62445
76.014,1.0837,0.46177,0.58797,0.49573
76.22,1.1094,0.33399,0.59479,0.51461
76.426,1.3091,0.91522,0.57305,0.73605
76.632,1.3401,0.6743,0.60571,0.73439
76.838,1.2158,0.49451,0.62922,0.58658
77.044,1.1022,0.35515,0.63202,0.47018
77.25,0.94739,0.25373,0.62362,0.32377
77.456,0.83264,0.18128,0.60784,0.2248
77.662,0.75704,0.13102,0.59222,0.16482
77.868,0.69342,0.094744,0.57082,0.1226
78.074,0.61135,0.070084,0.55691,0.05444
78.28,0.59064,0.052237,0.54218,0.04846
78.486,0.52728,0.039136,0.52593,0.00135
78.692,0.50332,0.02965,0.51187,-0.00855
78.898,0.47575,0.022776,0.50162,-0.02587
79.104,0.45654,0.017902,0.5,-0.04346
79.31,0.45331,0.014191,0.5,-0.04669
79.516,0.43485,0.011299,0.5,-0.06515
79.722,0.39979,0.0090297,0.5,-0.10021
79.928,0.40004,0.0072392,0.5,-0.09996
80.134,0.39829,0.0058192,0.5,-0.10171
80.34,0.38695,0.0046879,0.5,-0.11305
80.546,0.40354,0.0037835,0.5,-0.09646
80.752,0.38732,0.0030582,0.5,-0.11268
80.958,0.36899,0.0024897,0.50299,-0.134
81.164,0.58928,0.0020838,0.51966,0.06962
81.37,0.68158,0.0017264,0.531,0.15058
81.576,0.59114,0.0013974,0.52974,0.0614
81.782,0.56108,0.0011215,0.52373,0.03735
81.988,0.50993,0.00090051,0.51777,-0.00784
82.194,0.47076,0.00072092,0.51016,-0.0394
82.4,0.47963,0.00057805,0.50336,-0.02373
82.606,0.46204,0.00046796,0.50124,-0.0392
82.812,0.47276,0.00037962,0.5,-0.02724
83.018,0.58978,0.00030869,0.5,0.08978
83.224,0.75891,0.30096,0.5,0.25891
83.43,0.71725,0.21735,0.5,0.21725
83.636,1.0196,0.70773,0.5,0.5196
83.842,1.0003,0.50052,0.50517,0.49513
84.048,0.8975,0.35583,0.50658,0.39092
84.254,0.77301,0.25733,0.51026,0.26275
84.46,0.72224,0.18617,0.50775,0.21449
84.666,0.90211,0.13947,0.51684,0.38527
84.872,1.0247,0.58711,0.50671,0.51799
85.078,0.92594,0.42239,0.51712,0.40882
85.284,0.79446,0.30169,0.51732,0.27714
85.49,0.76053,0.21927,0.52002,0.24051
85.696,0.68195,0.16131,0.5226,0.15935
85.902,0.66223,0.12075,0.52805,0.13418
86.108,0.63094,0.089627,0.52308,0.10786
86.314,0.55584,0.068235,0.52584,0.03
86.52,0.5481,0.05187,0.52266,0.02544
86.726,0.5471,0.040872,0.53374,0.01336
86.932,0.5496,0.032266,0.54173,0.00787
87.138,0.77663,0.025246,0.54116,0.23547
87.344,1.1232,0.38178,0.52513,0.59807
87.55,1.3078,0.91022,0.5,0.8078
87.756,1.123,0.6334,0.5014,0.6216
87.962,0.93841,0.4439,0.5,0.43841
88.168,0.77326,0.31596,0.5,0.27326
88.374,0.71439,0.22776,0.5,0.21439
88.58,0.66386,0.16624,0.5,0.16386
88.786,0.58017,0.1229,0.50041,0.07976
88.992,0.60149,0.091819,0.50027,0.10122
89.198,0.59227,0.069841,0.50371,0.08856
89.404,0.54573,0.053277,0.50358,0.04215
89.61,0.55508,0.041952,0.51496,0.04012
89.816,0.54424,0.032888,0.51999,0.02425
90.022,0.81692,0.40267,0.52544,0.29148
90.228,0.9182,0.29586,0.53945,0.37875
90.434,0.8985,0.21922,0.55154,0.34696
90.64,0.76939,0.16073,0.55116,0.21823
90.846,0.67932,0.11861,0.54784,0.13148
91.052,0.66772,0.088493,0.54436,0.12336
91.258,0.5713,0.065781,0.53331,0.03799
91.464,0.54,0.049571,0.52458,0.01542
91.67,0.52491,0.037949,0.51964,0.00527
91.876,0.52353,0.029587,0.52018,0.00335
92.082,0.53888,0.023292,0.52218,0.0167
92.288,0.54985,0.018443,0.52411,0.02574
92.494,0.54287,0.014652,0.52508,0.01779
92.7,0.53812,0.011627,0.5232,0.01492
92.906,0.52229,0.0093231,0.5248,-0.00251
93.112,0.49822,0.0074333,0.5218,-0.02358
93.318,0.49135,0.006005,0.52431,-0.03296
93.524,0.50158,0.0048856,0.52944,-0.02786
93.73,0.67034,0.0039709,0.5331,0.13724
93.936,0.81928,0.32877,0.52805,0.29123
94.142,0.75056,0.23502,0.52338,0.22718
94.348,0.68981,0.1721,0.5248,0.16501
94.554,0.61983,0.12663,0.52244,0.09739
94.76,0.60387,0.094527,0.52162,0.08225
94.966,0.60847,0.072176,0.52697,0.0815
95.172,0.86456,0.47956,0.52037,0.34419
95.378,0.92719,0.36227,0.55302,0.37417
95.584,0.85383,0.27092,0.5745,0.27933
95.79,0.77313,0.20299,0.59056,0.18257
95.996,0.69953,0.15585,0.61455,0.08498
96.202,0.77812,0.11954,0.63156,0.14656
96.408,1.3519,0.67724,0.66421,0.68769
96.614,1.2592,0.48958,0.678,0.5812
96.82,1.137,0.35797,0.69117,0.44583
97.026,1.0076,0.25978,0.6906,0.317
97.232,0.90174,0.18704,0.67626,0.22548
97.438,1.0575,0.13687,0.66521,0.39229
97.644,1.1964,0.6766,0.64496,0.55144
97.85,1.1079,0.46416,0.6254,0.4825
98.056,0.92806,0.31958,0.60096,0.3271
98.262,0.82265,0.22471,0.58237,0.24028
98.468,0.72011,0.16027,0.56548,0.15463
98.674,0.63979,0.11654,0.55322,0.08657
98.88,0.6202,0.086647,0.54727,0.07293
99.086,0.59089,0.064521,0.53658,0.05431
99.292,0.55959,0.048526,0.52632,0.03327
99.498,0.54749,0.03701,0.519,0.02849
99.704,0.48113,0.028518,0.51311,-0.03198
99.91,0.49796,0.022185,0.50871,-0.01075
100.12,0.51654,0.017372,0.50467,0.01187
100.32,0.77487,0.35036,0.50304,0.27183
100.53,0.88614,0.26258,0.52492,0.36122
100.73,0.81629,0.1928,0.52995,0.28634
100.94,0.68433,0.13945,0.52067,0.16366
101.15,0.63829,0.10284,0.51553,0.12276
101.35,0.54337,0.076451,0.50887,0.0345
101.56,0.54935,0.05727,0.50099,0.04836
101.76,0.48174,0.043901,0.5,-0.01826
101.97,0.45044,0.034005,0.5,-0.04956
102.18,0.47239,0.026605,0.50125,-0.02886
102.38,0.61259,0.021028,0.50429,0.1083
102.59,0.7881,0.35812,0.50098,0.28712
102.79,0.75579,0.26319,0.51313,0.24266
103,0.79096,0.19482,0.52277,0.26819
103.21,0.71525,0.14264,0.52042,0.19483
103.41,0.59488,0.10516,0.51556,0.07932
103.62,0.55684,0.078892,0.51397,0.04287
103.82,0.5405,0.059646,0.51108,0.02942
104.03,0.52864,0.04548,0.50773,0.02091
104.24,0.5461,0.035809,0.51642,0.02968
104.44,0.52665,0.028046,0.51854,0.00811
104.65,0.5496,0.02216,0.52176,0.02784
104.85,0.86793,0.37504,0.52325,0.34468
105.06,0.8607,0.27687,0.53841,0.32229
105.27,0.80668,0.20321,0.54395,0.26273
105.47,0.69667,0.14609,0.53171,0.16496
105.68,0.61135,0.10696,0.52315,0.0882
105.88,0.58503,0.080461,0.52304,0.06199
106.09,0.66861,0.060631,0.51842,0.15019
106.3,0.89313,0.44488,0.50449,0.38864
106.5,0.79159,0.31617,0.50359,0.288
106.71,0.71126,0.22756,0.50269,0.20857
106.91,0.65651,0.16639,0.50348,0.15303
107.12,0.79285,0.12592,0.51564,0.27721
107.33,0.93455,0.55837,0.50049,0.43406
107.53,0.86506,0.40247,0.51104,0.35402
107.74,0.76578,0.29312,0.52059,0.24519
107.94,0.70328,0.22045,0.5408,0.16248
108.15,0.93628,0.17135,0.57345,0.36283
108.36,1.3306,0.71349,0.5916,0.739
108.56,1.1137,0.50893,0.59946,0.51424
108.77,0.95649,0.36303,0.59977,0.35672
108.97,0.85982,0.26158,0.59853,0.26129
109.18,0.78972,0.19106,0.59804,0.19168
109.39,0.74407,0.14164,0.59922,0.14485
109.59,0.7074,0.10522,0.59481,0.11259
109.8,0.68132,0.079363,0.5931,0.08822
110,0.65375,0.060083,0.58774,0.06601
110.21,0.6595,0.046441,0.5893,0.0702
110.42,0.65226,0.035937,0.58679,0.06547
110.62,0.62905,0.027773,0.57941,0.04964
110.83,0.54823,0.021412,0.56718,-0.01895
111.03,0.55759,0.016711,0.55906,-0.00147
111.24,0.52914,0.013071,0.54971,-0.02057
111.45,0.52541,0.010544,0.55534,-0.02993
111.65,0.54623,0.008591,0.56473,-0.0185
111.86,0.89176,0.36943,0.57276,0.319
112.06,0.88091,0.27198,0.58541,0.2955
112.27,0.78248,0.2009,0.59292,0.18956
112.48,0.77687,0.15008,0.60004,0.17683
112.68,0.8254,0.11183,0.59871,0.22669
112.89,1.1227,0.60092,0.59197,0.53073
113.09,0.98905,0.41751,0.58067,0.40838
113.3,0.88714,0.30208,0.58566,0.30148
113.51,0.82789,0.22054,0.5886,0.23929
113.71,0.72785,0.15968,0.57957,0.14828
113.92,0.64553,0.11746,0.57297,0.07256
114.12,0.69105,0.08896,0.57678,0.11427
114.33,0.64514,0.066802,0.56975,0.07539
114.54,0.63018,0.050443,0.56061,0.06957
114.74,0.62955,0.03878,0.55683,0.07272
114.95,0.84049,0.42867,0.5489,0.29159
115.15,0.8995,0.30728,0.55018,0.34932
115.36,0.81031,0.22166,0.54801,0.2623
115.57,0.76266,0.16127,0.5438,0.21886
115.77,0.63805,0.11799,0.53622,0.10183
115.98,0.56096,0.087134,0.52772,0.03324
116.18,0.53613,0.066002,0.52713,0.009
116.39,0.53825,0.050664,0.52842,0.00983
116.6,0.56744,0.039966,0.53963,0.02781
116.8,0.61235,0.031844,0.55226,0.06009
117.01,0.67483,0.025251,0.55862,0.11621
117.21,0.69591,0.019465,0.546,0.14991
117.42,0.93168,0.36488,0.52155,0.41013
117.63,1.2256,0.92165,0.51653,0.70907
117.83,1.2304,0.66378,0.53572,0.69468
118.04,1.0476,0.46553,0.53425,0.51335
118.24,0.90074,0.33346,0.53727,0.36347
118.45,0.78985,0.23937,0.53465,0.2552
118.66,0.72748,0.1731,0.52938,0.1981
118.86,0.63343,0.12596,0.52114,0.11229
119.07,0.57505,0.092626,0.5125,0.06255
119.27,0.55521,0.069178,0.5064,0.04881
