ClusterID,p_value,control_mean,treatment_mean,foldchange,padj,cluster_representative
24960,0.002116702309873155,54544238.03506058,29296407.01277143,0.5371127742941416,0.09269738847801967,P62889
8499,0.002146093385226744,544256546.5146798,234418137.84709927,0.4307125735983711,0.09269738847801967,Q8BFR4
24643,0.0024707146109685827,9306656.525602087,3516385.9692899436,0.37783558033076253,0.10338396450271664,A0A140T8N1
10349,0.002820454015687403,22722878.62226628,12540575.465509895,0.5518920236286134,0.11107611550015978,Q9Z0N2
3899,0.002806230293609507,23853790.11862016,7082303.06614833,0.29690472796689515,0.11107611550015978,Q7TSQ8
12234,0.0029828150415820817,42744539.0848424,17006932.809826754,0.3978738143852759,0.11411398116224022,Q9D1Q6
10810,0.003162710285992582,4641809.334298143,939104.8046069166,0.20231438582966105,0.11723533797321364,Q9D8W5
1784,0.003544940875938781,478771550.0484289,84596118.48181929,0.17669412159778958,0.11723533797321364,Q64514
5814,0.0035443817929459607,3137471.509910323,1130497.773469168,0.3603212873481935,0.11723533797321364,P09405
663,0.0033089414568386226,14846091.1241312,5106922.789126302,0.343991071213714,0.11723533797321364,E9Q9R9
7756,0.003468971729158837,252057928.79884398,85670704.06163523,0.33988497989287664,0.11723533797321364,Q8R317
9471,0.003589730288948289,14671964.46913599,27612241.93099658,1.8819730642806431,0.11723533797321364,P97384
8636,0.0040103748939966394,64062589.90552947,15659239.806277156,0.24443657100609276,0.12785457102527378,P13597
25340,0.004143298734578775,91961722.78143288,25328707.99494213,0.2754266365272576,0.12902039547909255,P51879
13190,0.0044115575989568095,65504577.83476653,100086915.9470532,1.5279377297800416,0.1325630726083138,P70124
25561,0.0044550696544989705,35705833.57875175,27466001.60131399,0.7692300906723204,0.1325630726083138,D3YYB0
10350,0.004710418745319611,3636109702.0580616,1965913143.1129773,0.54066386995977,0.13711414565180347,Q63836
22984,0.0048263545000523725,45801512.91720767,25921295.3989638,0.5659484534019649,0.13749975905468356,P62264
25597,0.005138964692103765,17130750.162322827,46387766.76739537,2.70786546577628,0.1404300759740192,P61458
652,0.005045312375913365,38067231.39420645,20391822.811839424,0.5356791672257759,0.1404300759740192,B1AR69
26828,0.005278781937505582,8633075.516416427,3524640.8164431206,0.40827174623235457,0.14136578028639948,Q4KML4
15224,0.005772187845758201,28266343.54772501,11766210.10548519,0.4162621913095719,0.1419434397555394,P26516
19582,0.005766629412996583,3010259480.722988,1449830217.5698793,0.4816296491562471,0.1419434397555394,O08709
22377,0.006019501649627085,419180047.60129625,150709769.991963,0.3595346936343469,0.1419434397555394,P17742
7914,0.005699447926648983,44852145.25860933,294780836.73420846,6.572279542807946,0.1419434397555394,P63038
8775,0.005945751420216359,11600301.947737802,5765312.654011448,0.4969967747378983,0.1419434397555394,Q8BGU0
8884,0.006042401841721992,6883785.451976967,22488323.941883035,3.266854276439509,0.1419434397555394,Q6P9R2
9673,0.005896367330327931,102504776.44887644,42529474.82002075,0.4149023713176141,0.1419434397555394,Q8QZR5
10832,0.0066279112226114685,425515332.43531454,300607627.83343333,0.7064554551136666,0.14229102090210796,Q8R016
1453,0.00626233208373235,107725484.7221477,23967042.59269627,0.22248256904588146,0.14229102090210796,E9QNV2
15475,0.006723337784410661,206522352.46468285,146644484.83634278,0.7100659230647699,0.14229102090210796,P68040
16583,0.006801990979920893,33365010.89694768,12175567.26834052,0.3649202245414034,0.14229102090210796,P97864
17937,0.006721755026288982,1313258793.3380244,215946162.11124983,0.16443534450841987,0.14229102090210796,P97351
18065,0.006907331111752814,12904197706.549437,19083173033.40217,1.4788345209339624,0.14229102090210796,P15945
20679,0.006857021238677915,4214542.134282715,1377501.7444455614,0.3268449336976441,0.14229102090210796,Q9JM14
838,0.006524919199867308,31288525.84409859,48435615.55273891,1.5480312429572158,0.14229102090210796,Q8CGN4
10209,0.007166664600585345,63398574.38728154,20337536.15247217,0.32078854057879425,0.14238554979568782,F7BGR7
10293,0.007656280496855506,82813848.92877027,118539987.28042825,1.4314029454468018,0.14238554979568782,P51855
11574,0.0076084341614203405,172720815.4321154,69028897.89752465,0.3996559287010496,0.14238554979568782,Q9Z1N5
18084,0.0075511590121405065,40604117337.245735,24119637948.29349,0.5940195115673355,0.14238554979568782,P13634
3199,0.007068067213813625,189349798.9166036,52255045.53660402,0.2759709586996657,0.14238554979568782,Q8BGQ7
4729,0.007410456885577667,27860684.24476333,191209636.93817836,6.863063206142107,0.14238554979568782,P27612
8618,0.007343397830599756,55113565.95870332,38629025.25240277,0.7008986731387977,0.14238554979568782,Q8CC86
22640,0.007832462343871995,117754658.15097676,479566957.4313132,4.072594366640224,0.1436666723074603,P62281
1010,0.008494396405807764,275187889.41954684,88972573.74749795,0.32331573142687203,0.14588208224481716,Q8K440
14238,0.008697068850456405,35102232.98658194,62738108.70998518,1.7872968005758278,0.14588208224481716,Q9JHQ0
17688,0.00826376082611377,58920686.17328329,17234976.020962644,0.2925114614292729,0.14588208224481716,Q7TQI3
18555,0.00871588243434307,127382367.51565798,70777829.83289415,0.5556328651545439,0.14588208224481716,O70456
196,0.008645706422656862,35956021.61731389,84635609.04400927,2.35386467237117,0.14588208224481716,E9Q3P4
4889,0.008075033676538555,216264161.22030932,135718425.20948243,0.6275585582172601,0.14588208224481716,P13020
9810,0.008420868827695526,462942313.4684713,260709117.723186,0.5631568127136461,0.14588208224481716,A0A1B0GSG5
12613,0.009022545989316951,162679169.81120908,76831154.71290414,0.4722863707877752,0.14915048246537527,P01869
24618,0.009278283792967893,373766545.2941055,203965961.25830755,0.5457041670163736,0.1515075853510245,Q0VG18
11244,0.009827007139230166,32762503.70704499,91495040.95688796,2.792675485824167,0.1516880290643437,Q64467
11859,0.009519258069903438,1237583672.4726775,874723375.707612,0.7067993826711734,0.1516880290643437,A6ZI46
186,0.009657699397836405,123559211.03002387,50784515.9520741,0.4110135984903131,0.1516880290643437,K3W4Q5
19175,0.009816844983129288,61917921.88122086,13640236.61161808,0.2202954523858954,0.1516880290643437,P58321
21184,0.009855756929498059,188999734.6201916,126906347.60136841,0.6714630994397729,0.1516880290643437,B2RY53
21220,0.010228315691135843,32963773.578742355,17122898.84951154,0.5194459550757786,0.15202834919342195,Q99LX0
21861,0.010150103301127691,100890532.80292624,52862896.52219312,0.5239629036894122,0.15202834919342195,O88312
392,0.010332023731591785,11676925.057727367,4805889.907504023,0.4115715296403019,0.15202834919342195,F7A4A7
9865,0.01020026720498506,2003621.3258337136,775144.8789158069,0.38687194477392894,0.15202834919342195,Q148B1
2336,0.01047607246672628,12743019.354145445,65927139.21203376,5.173588564831532,0.15247240253202704,D3Z7R7
20158,0.01089993250483155,2418265136.896277,1058540344.6390014,0.43772716584649823,0.15526605982946218,P47963
3606,0.010875113933174752,15282255.641029565,44978516.64784036,2.943185724958214,0.15526605982946218,O08528
5278,0.011049988293081158,21881017.635287303,6174618.492684129,0.2821906455907417,0.15574667709932286,Q8CB19
9535,0.011332593729956457,777711319.9641284,476154587.33691627,0.6122510694056488,0.1580660729626218,P24549
3381,0.01187717015006632,439961168.43898666,182395817.5697845,0.4145725365193882,0.16395392609215262,Q8BHN3
2449,0.012176925410895855,101427566.73560272,300986011.5733189,2.967497114052997,0.16637656250193414,Q3V117
13289,0.013048284821802055,24803161.13541364,5908717.892617312,0.238224388430107,0.16639669882279004,Q9EPC1
17488,0.012885946730381244,379640141.01516414,198071397.11908352,0.5217346000068308,0.16639669882279004,P48758
18211,0.013008754088736349,6069882.357831935,10326028.946410052,1.7011909519278303,0.16639669882279004,Q8BGB7
19905,0.012712918909698692,35930590.40182026,14263490.261671208,0.3969734452498341,0.16639669882279004,P53026
2663,0.012969856259725384,48531118.19372513,25305770.48666513,0.5214339052656952,0.16639669882279004,Q0VF59
3430,0.012941036895667831,17801597.170395806,11164262.478763778,0.6271494839423752,0.16639669882279004,Q6PD31
6375,0.013037998638807169,359874926.69395304,262233988.95574257,0.7286809096838056,0.16639669882279004,Q3UE92
15584,0.013406727584000829,126615311.84600908,45413736.59877729,0.35867491803842777,0.16731845092258738,G5E895
24670,0.013497327866274231,211735789.45502356,78353695.9300226,0.3700540949250638,0.16731845092258738,P60867
3373,0.013254638290266995,1556351234.6601348,2279740722.890599,1.4647983515034977,0.16731845092258738,P16406
3475,0.01362039667704408,605462886.844205,379130379.5933631,0.6261826906839281,0.16731845092258738,A0A1L1SV25
18844,0.014172671141064313,32708244.131716426,18665968.54404514,0.5706808494175688,0.16950935802485576,Q8BVI4
4363,0.014036649294508326,79252347.35702085,110686205.56951997,1.3966299959658472,0.16950935802485576,Q8VHF2
7582,0.014178527332922963,61907362.33455469,201079782.01445383,3.248075421591942,0.16950935802485576,P35564
19776,0.014545204780456518,17115069.839647286,130243646.24674968,7.609881085325083,0.16992044362959613,P28076
20492,0.014348003388179641,232830010.72303557,131574726.9228972,0.5651106853205997,0.16992044362959613,Q99PT1
387,0.014593615397612813,34184931.48714352,14919308.536109645,0.436429382393836,0.16992044362959613,A2AL36
24073,0.014818148435275747,322547513.8658324,120558178.71994913,0.3737687427040494,0.17104742030029504,P62245
1595,0.015922788488319052,113903114.07603648,56754852.61783779,0.4982730549399278,0.17144095996960335,O54824
16591,0.015777970887688283,33847741.48474809,81351222.46868512,2.4034461060080563,0.17144095996960335,P47968
17949,0.0161647232151615,431325734.1299138,1260898122.9851668,2.92330835656884,0.17144095996960335,Q9ER05
17983,0.016260643701373874,3195425.181292368,1059347.6444572052,0.33152009023999723,0.17144095996960335,Q61792
18,0.01606297418689733,13376361.596934913,8802225.483819375,0.6580433266574025,0.17144095996960335,A0A1D5RLM8
331,0.015683841819953446,78704516.80669706,40119047.35413523,0.5097426295452646,0.17144095996960335,H9KV00
370,0.016163304058728317,8679229.717753625,277156503.4909082,31.933306584105765,0.17144095996960335,Q6ZQ08-4
5030,0.015423212094469356,37980690.17899673,13241286.448196,0.34863206502546434,0.17144095996960335,Q505D9
7167,0.01591522657342449,46388720.34302545,308691721.47558033,6.654456497030579,0.17144095996960335,Q8VCW8
8430,0.015492185125087585,9640803.792301923,59088850.95356079,6.129037809144357,0.17144095996960335,P42932
8789,0.014988828870675147,1472153605.8666189,1146590289.9217277,0.7788523462174717,0.17144095996960335,P52480
5594,0.017092861261034414,10986342.86237166,57182054.93753844,5.2048307297406105,0.1788073533478522,Q9D0R2
8133,0.01753134302233985,263845865.8369089,456856572.7232976,1.7315282590241317,0.18197262253420976,Q91WU0
11394,0.01776684834654824,1003735362.284625,593252948.1173513,0.5910451802425637,0.18264799836024315,P17182
17213,0.018005627919008286,538963530.6174319,218595561.42033648,0.40558507023641344,0.18264799836024315,P47753
24183,0.017972975823463896,68363536.91286638,21153704.38750485,0.30942963665654943,0.18264799836024315,P67984
10281,0.0183326214377138,76046000.0987114,1280184048.986012,16.834337734059265,0.1832558751668168,Q8BVQ9
13738,0.01835363657126634,823268813.1678494,202595238.66430303,0.24608637594899105,0.1832558751668168,Q9D051
19938,0.018749854292646674,81883523.69558933,27249476.787338898,0.33278339228098824,0.1832558751668168,P59279
21074,0.01868221244709229,15634739.389156764,42844848.57556244,2.7403621837967336,0.1832558751668168,P51410
24452,0.018624034371421863,3700147.2986130575,32649706.57630395,8.823893737566117,0.1832558751668168,G3UW85
10216,0.02047696288281587,364372940.470834,601634023.1347985,1.6511490187975582,0.18527983040232013,P21614
11185,0.019921191593249975,9520825.351203224,65506411.89021858,6.880329117888924,0.18527983040232013,Q3UER8
14767,0.019698355798037075,9106181.771472383,5581644.21753303,0.6129511092145188,0.18527983040232013,Q9D020
15886,0.0203192389437643,4925636.411918002,26040358.29400344,5.286699243776204,0.18527983040232013,Q8BFS6
18111,0.020728019154779617,1731528194.8820662,1037590808.7114725,0.5992341399801129,0.18527983040232013,P00920
19480,0.019568759309678392,99954052.69468556,140796572.49327555,1.40861294462312,0.18527983040232013,Q9DCM2
20876,0.019907732797908043,49584057.42865267,27721041.27237011,0.5590716595199653,0.18527983040232013,P84099
20982,0.019461227225199013,173938499.42674083,259060195.3618671,1.4893781205176928,0.18527983040232013,Q6ZWN5
21682,0.020765386156141288,23219285.85151727,2967360886.144305,127.79725031682669,0.18527983040232013,Q8R2U6
271,0.020764130067102947,788522452.4580142,331595929.2270556,0.4205282020738805,0.18527983040232013,A2AKX3
5439,0.020731410176291085,21749172.5726759,3074899.9104510904,0.14138008699761634,0.18527983040232013,P0CG50
59,0.02081459524049631,220685805.49543452,1981336923.8956327,8.9780895488388,0.18527983040232013,Q9QXS1
8206,0.020894140695108542,94861138.62765571,243820104.341273,2.5702843953655634,0.18527983040232013,P26443
8552,0.02035805491929838,30961982.137372505,58071075.00626879,1.8755606391289268,0.18527983040232013,P80316
1910,0.021223642465282255,45918530.03271353,161094187.08807284,3.508260978156428,0.18696353461192725,Q3UPL0
6185,0.02137088025731849,220788966.73979837,545404756.566074,2.4702536753516227,0.18703012199051933,P38647
22717,0.02183530425723049,7478170.0569422385,2639733.6208221223,0.35299192191698936,0.18770722290173367,P62983
24857,0.021770174202819174,125865637.63328366,49141349.40974806,0.39042704850806104,0.18770722290173367,A0A0G2JFA8
5501,0.02186880266816315,514105918.27985775,194876216.07970524,0.3790584958285245,0.18770722290173367,Q99K30
15463,0.022403409829253026,357719785.5208765,824716861.223336,2.305482935539794,0.19107111949917072,Q9Z0L8
15405,0.02257107817352894,60035705.44220935,29175626.036884803,0.4859712369827884,0.1912827447744003,Q9CS42
12128,0.02273544272826828,52397057.25773469,798184589.7101557,15.233385832795609,0.19146388561730326,P31428
10059,0.023033889394252632,17796575.48777645,78323962.68540347,4.401069337142989,0.19209879221588044,P17892
1851,0.023233984119220254,15135786.903547835,7203469.326191811,0.4759230142506376,0.19209879221588044,P10493
18819,0.023625797366838508,98338022.62125541,70456205.19377317,0.7164696148623221,0.19209879221588044,Q9Z2M7
19775,0.02367162114684113,45930798.22130773,23966676.41672341,0.5217996931219246,0.19209879221588044,Q8R1M8
5993,0.02366486169371641,88276374.61656626,421701748.21322405,4.777062379882624,0.19209879221588044,G3UWS4
9131,0.023278654233391326,207021776.18022585,348351046.95996463,1.6826782833546094,0.19209879221588044,Q3U367
10423,0.02471475691684364,40464710.09216289,63043625.9858057,1.5579903041988146,0.1924015087886839,Q9Z2K1
11920,0.02468657189983683,119460889.74903378,271008549.9258674,2.2685964460436248,0.1924015087886839,P52787
18155,0.02434880062468576,68526704.87931722,33940945.79247835,0.4952951678072359,0.1924015087886839,P15327
192,0.02409730753018088,63789196.29871747,23620700.32089308,0.37029311688267796,0.1924015087886839,A2ARP8
3933,0.02455251017946704,2971814363.760277,1814887033.7282968,0.6107000005989256,0.1924015087886839,Q6DYE8
5323,0.02456469188980625,31944452.287727736,22342786.72285236,0.6994261952469255,0.1924015087886839,A0A1W2P788
8230,0.023932111930570755,142574461.73057216,69861818.48914295,0.4900023302992595,0.1924015087886839,Q9JHU9
13943,0.024952533789358192,54007762.67720325,24447979.138134554,0.4526752808528038,0.1931297268436452,O88569
10943,0.026517965472672017,118089095.14733133,68983454.43440853,0.5841644763925306,0.19322170506997627,Q3TQC7
11416,0.027112802930113904,38403491.67556629,169862784.61174366,4.423107826932742,0.19322170506997627,Q9QWL7
11869,0.02548675063028804,369050032.809849,207171447.04948595,0.5613641203934803,0.19322170506997627,Q99JY9
12243,0.02655478379809052,14661471.234940933,83762009.13628207,5.713069840948982,0.19322170506997627,P11438
16223,0.02621127324862755,525244.6990327813,2181928.024143685,4.154117172741819,0.19322170506997627,Q99KB8
18037,0.027813143179120776,398543590.773996,157399873.16757953,0.3949376600484263,0.19322170506997627,Q91XH5
18687,0.02515756535063901,52528262.70516996,113617972.32950494,2.16298743720535,0.19322170506997627,Q8R1G2
18777,0.027320742021565432,10599619.59217727,3480707.556536153,0.3283804221714697,0.19322170506997627,Q9QY76
21730,0.02664876681703433,28857656.940758184,58049896.39346194,2.011594236934497,0.19322170506997627,Q9JM76
2205,0.025534252723524373,17375131.225765005,32779726.597213075,1.8865887210454624,0.19322170506997627,Q9Z0Z4
23384,0.02785047728043721,25912783.49382039,2343139488.1648393,90.42407538825864,0.19322170506997627,P62267
24704,0.026936914221532986,124588659.30174546,59214195.42975681,0.4752775715030688,0.19322170506997627,A0A0G2JFL3
24789,0.02727296662661573,69289878.74183626,19526136.38347721,0.2818035871621118,0.19322170506997627,P18529
24891,0.027558901735949038,10138289.067925867,29068373.88039813,2.867187321809621,0.19322170506997627,P01821
26194,0.027650495056724917,46590941.42669688,2342586188.5888443,50.27986378585019,0.19322170506997627,Q91VW3
26727,0.02688345565796343,40441573.13738041,23706520.234793946,0.5861918416047435,0.19322170506997627,Q9CQR2
3311,0.027520015288174385,13363030.353925318,45817913.09273226,3.4287068037133883,0.19322170506997627,Q9JIF7
4733,0.02697360261864281,4963358.7519987235,135489653.08952728,27.29797700699475,0.19322170506997627,Q7TSV0
667,0.026247460894399968,23275443.01930999,11438624.84790114,0.4914460634932414,0.19322170506997627,Q8R418
6779,0.02765954597299788,209223441.5158594,113015246.16314138,0.5401653148630322,0.19322170506997627,Q3UDE2
3506,0.028378567102992386,14567394.091858728,32051452.825474974,2.2002186954897827,0.1958706255201382,Q9DBQ9-2
13105,0.028683358489038108,21845567.612498026,38152440.39465536,1.746461390768718,0.1959541684531736,E9PWP7
8561,0.028570258048914374,45171904.62248375,65099638.90232196,1.4411532886731415,0.1959541684531736,P70665
19131,0.028929312240048438,26554337.02280416,32642835.029229235,1.2292845044934255,0.1966312136519028,Q5NC41
62,0.029396429648841038,161132670.4661902,108625938.93201728,0.6741397546365981,0.19879706717069773,Q9JHU4
11908,0.029822888367399075,149995716.49135518,217079190.2224782,1.4472359298006308,0.19914967014814386,Q504N0
18341,0.029711130124708024,168283161.1532498,102578359.69680962,0.6095580745799929,0.19914967014814386,Q9DBJ1
19524,0.02996904489775928,1599732456.620765,776584880.5371045,0.4854467241213216,0.19914967014814386,O70251
4264,0.030043490194118786,187241118.0667173,213769903.24444625,1.1416824757918624,0.19914967014814386,Q3U2G2
11443,0.03052067980416205,24415250.72948348,63447872.7306473,2.5986983887095056,0.20014685078111474,Q99KK2
21533,0.03064234832720577,14247320.498274975,8829105.51180621,0.6197028776656786,0.20014685078111474,Q9QXT0
5263,0.030458858641292143,110064081.89316908,144424573.95178008,1.3121862415748142,0.20014685078111474,Q8BND5
7211,0.031041082772636588,74720016.84682174,372242551.361068,4.981831737594176,0.20081617394444787,Q9Z0X1
837,0.031044770729276108,2115404.9777901014,6689038.087954997,3.1620602949241565,0.20081617394444787,A0A0N4SVL0
13314,0.031676671280449466,59815503.74855667,27633702.510825746,0.4619822751470606,0.20391857136789346,Q9JIF0
108,0.033725648326694016,146936636.2968698,85083535.56735355,0.5790491582742601,0.20448635288367573,P97412
1245,0.03272249302710573,98417476.01261142,187545561.8513241,1.9056123917188408,0.20448635288367573,P28665
1548,0.03315019944227394,17679486.54412945,349503470.39181435,19.76886995668257,0.20448635288367573,Q5SUR0
163,0.033426422187624816,27850551.851425845,87268726.79912062,3.133464904561767,0.20448635288367573,A0A0G2JEB6
17575,0.03318548340713108,254527010.55755532,426064852.2034769,1.6739474968497785,0.20448635288367573,Q9CR68
17788,0.0335885067677109,16210780.93851451,6438060.359501564,0.3971468360420347,0.20448635288367573,Q61166
18699,0.034055606193472504,33477571.89385143,20486751.256345067,0.6119545145419496,0.20448635288367573,O55135
19654,0.03400374926970132,202646862.99164355,66189190.75946826,0.3266233179350902,0.20448635288367573,P24472
19832,0.033809992679737166,2717083.673553774,1328266.5836492018,0.4888574454212199,0.20448635288367573,P10649
21733,0.0331951770982066,198677474.6421592,345582626.47226983,1.7394152361494608,0.20448635288367573,P11590
24892,0.033147980368072705,17791233.458640076,8863330.26733891,0.4981852600576466,0.20448635288367573,P17533
25086,0.03252202218506476,17024514.100766815,52435603.85825452,3.0800058990166845,0.20448635288367573,Q9CQC2
25438,0.03362302046985196,43733324.85167491,28119511.25272651,0.6429767539535604,0.20448635288367573,Q9QUH0
3671,0.03300581204976456,7611899.84618273,22718391.19654783,2.984588822190141,0.20448635288367573,O08601-2
595,0.03203852564552069,9885627.496230474,53673972.0993681,5.429495711813412,0.20448635288367573,F6VUT6
8593,0.03471960613139068,24058406.26766602,85662250.82737722,3.5605954057940004,0.2075426455800541,Q9DBF1
13146,0.03518968771418507,30314757.718681704,7537648.40032578,0.24864616997023356,0.2075726513184749,Q9D871
24006,0.03509330108333405,10943245.64170332,1747220.1158692357,0.15966196620962267,0.2075726513184749,P01661
5865,0.03494201824777607,8908742.434192069,5077114.985312673,0.569902544923347,0.2075726513184749,Q91YP2
11247,0.03542847990991044,18988013.432485674,53871061.53667925,2.8371088807275573,0.20806462543583365,P62192
10698,0.035862914010420306,1648960037.3542852,910047006.0506519,0.5518914864127329,0.20878452982588167,Q91X72
5234,0.035752367434536365,761803534.6436127,281209067.3031794,0.3691359445250339,0.20878452982588167,Q61391
10265,0.037489175106022864,18366069.48164826,7898324.261295417,0.430049786601732,0.20951853387079727,P26369
10930,0.03946472680191388,104848550.90093409,170953588.29037073,1.630481173286752,0.20951853387079727,P54071
112,0.040112658885965775,68840118.42613728,22162608.05630182,0.3219432006073816,0.20951853387079727,Q61329
11888,0.03932666285272085,566186260.1797457,1397265248.4618952,2.4678543912710094,0.20951853387079727,P07759
1201,0.040260834792455034,28296618.79042333,17258910.068431593,0.6099283520853976,0.20951853387079727,Q8C196
12434,0.036612191363677264,17635848.383688882,31009786.43361249,1.7583382301184305,0.20951853387079727,Q76KJ5
12598,0.03988500205941936,61656551.97097526,314588810.38041043,5.1022770544889156,0.20951853387079727,P61161
13171,0.0366800846534261,81456966.09832603,32399585.492608216,0.397750948071144,0.20951853387079727,P70460
14013,0.04003464659806437,58541801.03685789,124357434.63478126,2.124250235425553,0.20951853387079727,Q8VDQ1
16811,0.04037026268757707,63340725.82509003,117566973.6328197,1.8561039852538288,0.20951853387079727,P47962
17868,0.03978333659959981,151245850.32597992,254451386.19819343,1.6823693717862331,0.20951853387079727,P12970
18148,0.03829176847317151,4442566.027405322,2212625.9468188547,0.4980513363604723,0.20951853387079727,Q3UGR5
18727,0.03965202452912555,59362754.43837545,25839548.24607252,0.4352821645581925,0.20951853387079727,Q9DD20
19433,0.03861325106487911,69451404.71258062,29638772.74780809,0.4267555547719432,0.20951853387079727,Q9WTP7
19687,0.037911335171886336,27014921.38149771,141768673.59833434,5.247791455555761,0.20951853387079727,P30115
1979,0.03732741755159216,32871724.67263399,15426772.31398636,0.4693021880543216,0.20951853387079727,Q5HZI1
2346,0.03765959189419092,11031167.238613334,108699039.36019868,9.853811206824078,0.20951853387079727,Q9EPU0
23535,0.039256751553017256,9676660.191812653,19362057.15760846,2.0009028708056267,0.20951853387079727,P62830
24837,0.037248019608141336,66203769.18973572,205340066.27124172,3.101637093845071,0.20951853387079727,A0A0G2JG36
24955,0.036329788085646686,81430050.29349089,46886405.46294566,0.575787504661452,0.20951853387079727,P34884
25497,0.03682340460398559,14639132.252262697,38211310.31345929,2.610216893665481,0.20951853387079727,P83882
2681,0.03819791565330821,12440510.639223825,41065269.74394421,3.300931202491725,0.20951853387079727,Q8C0P7
2741,0.039501548354471616,176324354.42970136,124395198.49728575,0.7054907355233266,0.20951853387079727,E9PUL3
4533,0.03902567643834101,5820958.443902186,39286885.55510104,6.749212510915017,0.20951853387079727,Q8C9X6
4904,0.03663501949340221,64914185.05209411,29094923.104873456,0.4482059365225731,0.20951853387079727,Q8R2Q4
5359,0.039174845443100674,5497170.506100993,42237185.72649901,7.683441086577611,0.20951853387079727,Q91VR5
6003,0.03872900350164581,205558151.92854637,122569457.49792369,0.596276315718823,0.20951853387079727,Q08189
7214,0.03751290872138481,109093607.36319542,151115615.03670454,1.3851922096004132,0.20951853387079727,Q9DC50
23224,0.04058241764887696,6493017.2113240585,20931257.05198733,3.2236564867689648,0.20963524749142584,Q9Z0Y2
2472,0.040862434350457166,13581437.60419134,18178953.68657,1.33851468573252,0.20963524749142584,Q8BKC5
5301,0.040810018302648535,208165597.714164,387756202.37891847,1.8627295126419188,0.20963524749142584,Q02257
10808,0.04160750309943498,232200788.48679152,653533124.4037716,2.8145172488979173,0.21170966927058296,P58242
11656,0.0416200405626681,752700896.818545,95071664.91118854,0.12630736234409942,0.21170966927058296,Q9JHI5
7202,0.04189922506101903,530644341.14960265,1502889577.9972055,2.8321975030230297,0.21170966927058296,Q9JMH6
743,0.04186983331670304,44662955.30977113,13750830.366964705,0.3078799929738722,0.21170966927058296,A0A286YCV9
19222,0.04226379687816452,187185615.77641895,442384001.5582656,2.3633439980060458,0.21274896248068528,Q61205
